"","PLT_CN","STATE","PLOT","LAT","LON","spcd","FORTYPE","FORGRP","HT_MAX","BOLE_BIOMASS","TOP_BIOMASS","TOTAL_BIOMASS","common_name","scientific_name","FORGRP_NAME"
"1038",3539627010690,"AZ",17239,33.94,-110.33,122,221,220,22.5552,2502.6053095335,428.4021296555,2931.007439189,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1039",3539692010690,"AZ",17240,33.94,-110.33,122,221,220,29.5656,1985.57019238288,319.395168135325,2304.9653605182,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1040",3539704010690,"AZ",20325,33.94,-110.33,122,221,220,28.3464,4363.4819375333,722.6996858206,5086.1816233539,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1041",3539726010690,"AZ",20420,33.94,-110.33,122,221,220,13.4112,254.28065002285,49.10936687745,303.3900169003,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1042",3539726010690,"AZ",20420,33.94,-110.33,202,221,220,10.9728,56.5207756618,12.137296275475,68.658071937275,"Douglas-fir","Pseudotsuga menziesii","Ponderosa pine group"
"1043",3539789010690,"AZ",20426,33.94,-110.33,122,221,220,21.9456,2705.46807264573,475.06942217845,3180.53749482418,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1044",3539789010690,"AZ",20426,33.94,-110.33,202,221,220,23.4696,1911.84472901393,327.62364686715,2239.46837588108,"Douglas-fir","Pseudotsuga menziesii","Ponderosa pine group"
"1045",3539864010690,"AZ",20520,33.94,-110.33,122,221,220,25.2984,1795.08955337205,309.17956470145,2104.2691180735,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1046",3539864010690,"AZ",20520,33.94,-110.33,202,221,220,16.1544,695.83847409915,128.515131600175,824.353605699325,"Douglas-fir","Pseudotsuga menziesii","Ponderosa pine group"
"1047",3539966010690,"AZ",20525,33.94,-110.33,118,221,220,7.0104,33.08269812455,6.6488777166,39.73157584115,"Chihuahua pine","Pinus leiophylla var. chihuahuana","Ponderosa pine group"
"1048",3539966010690,"AZ",20525,33.94,-110.33,122,221,220,31.0896,3146.46875469168,540.547282872875,3687.01603756455,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1049",3540051010690,"AZ",20526,33.94,-110.33,118,221,220,10.9728,174.924964878125,29.44617427565,204.371139153775,"Chihuahua pine","Pinus leiophylla var. chihuahuana","Ponderosa pine group"
"1050",3540051010690,"AZ",20526,33.94,-110.33,122,221,220,28.0416,3948.19843690995,721.169721647625,4669.36815855758,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1051",3540138010690,"AZ",20620,33.94,-110.33,122,221,220,13.1064,529.61450468735,104.51394630845,634.1284509958,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1052",3540138010690,"AZ",20620,33.94,-110.33,202,221,220,13.1064,253.717916632275,51.1484003847,304.866317016975,"Douglas-fir","Pseudotsuga menziesii","Ponderosa pine group"
"1053",3540187010690,"AZ",20621,33.94,-110.33,122,221,220,9.7536,29.609147546925,6.273807120675,35.8829546676,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1054",3540187010690,"AZ",20621,33.94,-110.33,202,221,220,16.1544,630.449548368825,119.5869701018,750.036518470625,"Douglas-fir","Pseudotsuga menziesii","Ponderosa pine group"
"1055",3540220010690,"AZ",20624,33.94,-110.33,118,221,220,17.3736,2389.07950785718,392.941471477725,2782.0209793349,"Chihuahua pine","Pinus leiophylla var. chihuahuana","Ponderosa pine group"
"1056",3540220010690,"AZ",20624,33.94,-110.33,122,221,220,23.1648,2185.1323010738,370.281740201725,2555.41404127553,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1057",3540220010690,"AZ",20624,33.94,-110.33,202,221,220,10.9728,34.607935673075,7.2942721134,41.902207786475,"Douglas-fir","Pseudotsuga menziesii","Ponderosa pine group"
"1058",3540286010690,"AZ",20626,33.94,-110.33,122,221,220,21.9456,1517.04597714198,259.970141225775,1777.01611836775,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1059",3540286010690,"AZ",20626,33.94,-110.33,202,221,220,21.6408,704.48589461675,121.661226880725,826.147121497475,"Douglas-fir","Pseudotsuga menziesii","Ponderosa pine group"
"1060",3540317010690,"AZ",20727,33.94,-110.33,122,201,200,17.3736,1543.96189306853,286.28360532115,1830.24549838968,"ponderosa pine","Pinus ponderosa","Douglas-fir group"
"1061",3540317010690,"AZ",20727,33.94,-110.33,202,201,200,30.7848,3755.66979422933,624.3964579093,4380.06625213863,"Douglas-fir","Pseudotsuga menziesii","Douglas-fir group"
"1062",3540370010690,"AZ",20728,33.94,-110.33,122,221,220,24.0792,1708.28203654815,297.6281417648,2005.91017831295,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1063",3540370010690,"AZ",20728,33.94,-110.33,202,221,220,13.4112,89.7672266088,17.8420691473,107.6092957561,"Douglas-fir","Pseudotsuga menziesii","Ponderosa pine group"
"1064",3540396010690,"AZ",20729,33.94,-110.33,122,221,220,16.1544,2220.3904760178,433.02665251645,2653.41712853425,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1065",3540462010690,"AZ",20829,33.94,-110.33,122,221,220,30.48,12488.2777940951,2071.52202541638,14559.7998195115,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1066",3540501010690,"AZ",20830,33.94,-110.33,122,221,220,29.5656,5549.37510569733,957.20816075445,6506.58326645177,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1067",3540572010690,"AZ",20927,33.94,-110.33,122,221,220,27.432,5460.5641967149,885.711620255925,6346.27581697082,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1068",3540572010690,"AZ",20927,33.94,-110.33,202,221,220,19.812,699.205396535,121.2506320649,820.4560285999,"Douglas-fir","Pseudotsuga menziesii","Ponderosa pine group"
"1069",3540591010690,"AZ",20929,33.94,-110.33,122,221,220,28.0416,3909.22788795585,654.774292232175,4564.00218018802,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1070",3540616010690,"AZ",20930,33.94,-110.33,122,221,220,19.5072,1563.5863350837,280.73922664475,1844.32556172845,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1071",3540616010690,"AZ",20930,33.94,-110.33,202,221,220,16.4592,615.21546907855,113.193566044425,728.409035122975,"Douglas-fir","Pseudotsuga menziesii","Ponderosa pine group"
"1072",3540645010690,"AZ",21027,33.94,-110.33,122,221,220,28.956,3450.13071221898,586.590840304425,4036.7215525234,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1073",3540676010690,"AZ",21028,33.94,-110.33,114,221,220,20.7264,1772.44035864648,284.701233564725,2057.1415922112,"southwestern white pine","Pinus strobiformis","Ponderosa pine group"
"1074",3540676010690,"AZ",21028,33.94,-110.33,122,221,220,16.764,584.6944489703,110.7291996647,695.423648635,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1075",3540676010690,"AZ",21028,33.94,-110.33,202,221,220,12.8016,131.62422771265,26.75416830475,158.3783960174,"Douglas-fir","Pseudotsuga menziesii","Ponderosa pine group"
"1076",3540733010690,"AZ",21127,33.94,-110.33,122,221,220,24.6888,1542.82846769195,255.4185425471,1798.24701023905,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1077",3548140010690,"AZ",24,36.979291,-112.747832,122,185,180,10.9728,561.916589631525,96.66450822325,658.581097854775,"ponderosa pine","Pinus ponderosa","Pinyon / juniper group"
"1078",3549312010690,"AZ",374,36.345669,-113.182594,122,221,220,30.7848,3987.31976652937,661.382100759212,4648.70186728858,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1079",3550471010690,"AZ",792,35.533182,-114.193901,122,221,220,16.4592,2657.10152875778,445.733933986659,3102.83546274444,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1080",3553457010690,"AZ",104,36.627905,-110.33522,202,201,200,16.764,3887.1626185318,624.2675063585,4511.4301248903,"Douglas-fir","Pseudotsuga menziesii","Douglas-fir group"
"1081",3553618010690,"AZ",117,36.591764,-110.320997,202,201,200,12.192,645.17258394755,106.2831419033,751.45572585085,"Douglas-fir","Pseudotsuga menziesii","Douglas-fir group"
"1082",3557446010690,"AZ",920,34.249895,-110.45332,122,971,970,8.2296,152.284443850275,30.740031396125,183.0244752464,"ponderosa pine","Pinus ponderosa","Other hardwoods group"
"1083",3557490010690,"AZ",949,37.001145,-110.731022,122,184,180,14.3256,283.287170325575,53.1289154343,336.416085759875,"ponderosa pine","Pinus ponderosa","Pinyon / juniper group"
"1084",3557490010690,"AZ",949,37.001145,-110.731022,202,184,180,21.0312,387.42498683485,65.590682092875,453.015668927725,"Douglas-fir","Pseudotsuga menziesii","Pinyon / juniper group"
"1085",3557664010690,"AZ",961,36.134863,-110.550575,122,185,180,10.9728,614.7720552143,113.542722027925,728.314777242225,"ponderosa pine","Pinus ponderosa","Pinyon / juniper group"
"1086",3557694010690,"AZ",968,34.12967,-110.61785,122,185,180,11.2776,186.7184381744,32.1930155911,218.9114537655,"ponderosa pine","Pinus ponderosa","Pinyon / juniper group"
"1087",3557809010690,"AZ",993,34.056229,-110.172841,118,184,180,10.0584,750.154673994225,132.120842161725,882.27551615595,"Chihuahua pine","Pinus leiophylla var. chihuahuana","Pinyon / juniper group"
"1088",3557809010690,"AZ",993,34.056229,-110.172841,122,184,180,16.4592,1279.39719490655,223.39840798085,1502.7956028874,"ponderosa pine","Pinus ponderosa","Pinyon / juniper group"
"1089",3557861010690,"AZ",1002,34.014265,-110.629196,122,185,180,23.1648,2384.06603043135,387.638848937825,2771.70487936918,"ponderosa pine","Pinus ponderosa","Pinyon / juniper group"
"1090",3558001010690,"AZ",1021,33.938799,-109.916455,122,185,180,20.7264,2137.2211351757,354.503269110275,2491.72440428598,"ponderosa pine","Pinus ponderosa","Pinyon / juniper group"
"1091",3558001010690,"AZ",1021,33.938799,-109.916455,202,185,180,13.1064,86.394949312075,16.2883154935,102.683264805575,"Douglas-fir","Pseudotsuga menziesii","Pinyon / juniper group"
"1092",3558346010690,"AZ",1038,33.62003,-109.974357,122,185,180,10.0584,294.9367522614,50.12524927495,345.06200153635,"ponderosa pine","Pinus ponderosa","Pinyon / juniper group"
"1093",3558427010690,"AZ",11230,34.153329,-110.692596,122,184,180,12.8016,609.037569729825,106.226422970325,715.26399270015,"ponderosa pine","Pinus ponderosa","Pinyon / juniper group"
"1094",3558671010690,"AZ",11828,34.083399,-110.537848,122,185,180,13.716,305.38654777555,51.481554553175,356.868102328725,"ponderosa pine","Pinus ponderosa","Pinyon / juniper group"
"1095",3558883010690,"AZ",12234,34.220913,-110.426365,122,971,970,15.24,825.9614599805,149.6942340368,975.6556940173,"ponderosa pine","Pinus ponderosa","Other hardwoods group"
"1096",3558952010690,"AZ",12236,34.265152,-110.436928,202,184,180,10.0584,489.502500587275,97.602913545775,587.10541413305,"Douglas-fir","Pseudotsuga menziesii","Pinyon / juniper group"
"1097",3558952010690,"AZ",12236,34.265152,-110.436928,122,184,180,17.9832,600.44191735075,107.375569949425,707.817487300175,"ponderosa pine","Pinus ponderosa","Pinyon / juniper group"
"1098",3559039010690,"AZ",12426,34.035756,-110.370196,122,185,180,16.764,552.5819081675,95.394204644675,647.976112812175,"ponderosa pine","Pinus ponderosa","Pinyon / juniper group"
"1099",3559114010690,"AZ",12428,34.081832,-110.386114,202,971,970,12.8016,386.7522941363,75.37007760715,462.12237174345,"Douglas-fir","Pseudotsuga menziesii","Other hardwoods group"
"1100",3559114010690,"AZ",12428,34.081832,-110.386114,122,971,970,22.86,1355.83165689283,222.54263452245,1578.37429141528,"ponderosa pine","Pinus ponderosa","Other hardwoods group"
"1101",3559114010690,"AZ",12428,34.081832,-110.386114,118,971,970,7.62,61.46651171575,12.3108313163,73.77734303205,"Chihuahua pine","Pinus leiophylla var. chihuahuana","Other hardwoods group"
"1102",3559654010690,"AZ",12628,34.095989,-110.333978,122,185,180,13.1064,600.880586096525,103.214156528925,704.09474262545,"ponderosa pine","Pinus ponderosa","Pinyon / juniper group"
"1103",3560378010690,"AZ",12830,34.124573,-110.284956,118,184,180,8.2296,82.4063378965,15.53247814195,97.93881603845,"Chihuahua pine","Pinus leiophylla var. chihuahuana","Pinyon / juniper group"
"1104",3560378010690,"AZ",12830,34.124573,-110.284956,122,184,180,5.1816,9.88043958135,2.213913568075,12.094353149425,"ponderosa pine","Pinus ponderosa","Pinyon / juniper group"
"1105",3560619010690,"AZ",14018,33.857755,-109.930451,122,971,970,18.288,1635.01437259278,287.636023491575,1922.65039608435,"ponderosa pine","Pinus ponderosa","Other hardwoods group"
"1106",3560712010690,"AZ",14214,33.768205,-109.900247,122,185,180,9.4488,253.924075693625,41.618145166725,295.54222086035,"ponderosa pine","Pinus ponderosa","Pinyon / juniper group"
"1107",3560771010690,"AZ",17338,34.16,-110.39,122,221,220,23.7744,2687.68291129463,464.075054406275,3151.7579657009,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1108",3560816010690,"AZ",17339,34.16,-110.39,122,201,200,11.2776,107.05603635015,22.287114220725,129.343150570875,"ponderosa pine","Pinus ponderosa","Douglas-fir group"
"1109",3560816010690,"AZ",17339,34.16,-110.39,202,201,200,19.2024,728.6433381674,126.97641695125,855.61975511865,"Douglas-fir","Pseudotsuga menziesii","Douglas-fir group"
"1110",3560857010690,"AZ",17340,34.16,-110.39,122,221,220,30.1752,3523.6195994597,593.2087887257,4116.8283881854,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1111",3560857010690,"AZ",17340,34.16,-110.39,202,221,220,18.288,1387.33481901145,252.96624491975,1640.3010639312,"Douglas-fir","Pseudotsuga menziesii","Ponderosa pine group"
"1112",3560897010690,"AZ",17341,34.16,-110.39,122,221,220,29.2608,3013.64656922412,527.3459928345,3540.99256205863,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1113",3560897010690,"AZ",17341,34.16,-110.39,202,221,220,16.4592,466.64597439125,90.670094261225,557.316068652475,"Douglas-fir","Pseudotsuga menziesii","Ponderosa pine group"
"1114",3560960010690,"AZ",17433,34.16,-110.39,118,221,220,7.9248,61.89387164545,12.08633963235,73.9802112778,"Chihuahua pine","Pinus leiophylla var. chihuahuana","Ponderosa pine group"
"1115",3560960010690,"AZ",17433,34.16,-110.39,122,221,220,19.5072,1462.63937452973,258.3940675255,1721.03344205523,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1116",3561048010690,"AZ",17434,34.16,-110.39,122,221,220,25.2984,1846.65469755568,320.8866378359,2167.54133539158,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1117",3561090010690,"AZ",17435,34.16,-110.39,122,221,220,26.5176,1841.18631699268,316.221968930075,2157.40828592275,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1118",3561127010690,"AZ",17436,34.16,-110.39,122,221,220,18.288,362.28918806555,63.221052757275,425.510240822825,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1119",3561164010690,"AZ",17438,34.16,-110.39,122,221,220,26.5176,3258.27038251552,545.20315646875,3803.47353898427,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1120",3561164010690,"AZ",17438,34.16,-110.39,202,221,220,14.9352,418.31263361555,82.3622167571,500.67485037265,"Douglas-fir","Pseudotsuga menziesii","Ponderosa pine group"
"1121",3561201010690,"AZ",17439,34.16,-110.39,122,221,220,27.7368,7732.55303442693,1280.06984613365,9012.62288056058,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1122",3561257010690,"AZ",17440,34.16,-110.39,122,221,220,26.5176,6282.04899468518,1080.31408874865,7362.36308343383,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1123",3561302010690,"AZ",17533,34.16,-110.39,122,221,220,11.5824,200.695171472525,40.86879473455,241.563966207075,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1124",3561343010690,"AZ",17536,34.16,-110.39,118,221,220,13.716,484.98232269665,78.032612508575,563.014935205225,"Chihuahua pine","Pinus leiophylla var. chihuahuana","Ponderosa pine group"
"1125",3561343010690,"AZ",17536,34.16,-110.39,122,221,220,30.1752,4908.38563594713,869.144899072625,5777.53053501975,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1126",3561430010690,"AZ",17538,34.16,-110.39,122,221,220,28.6512,6940.42995356395,1165.79340224553,8106.22335580948,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1127",3561479010690,"AZ",17539,34.16,-110.39,122,221,220,34.4424,15160.1794400192,2471.14607913062,17631.3255191499,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1128",3561479010690,"AZ",17539,34.16,-110.39,202,221,220,16.764,712.19494623945,129.288855476025,841.483801715475,"Douglas-fir","Pseudotsuga menziesii","Ponderosa pine group"
"1129",3561507010690,"AZ",17540,34.16,-110.39,122,221,220,26.8224,3166.42126277675,528.6302313807,3695.05149415745,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1130",3561527010690,"AZ",17541,34.16,-110.39,122,221,220,30.7848,7825.63389826258,1300.9106721173,9126.54457037988,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1131",3561527010690,"AZ",17541,34.16,-110.39,202,221,220,17.9832,248.621497987725,43.093804717625,291.71530270535,"Douglas-fir","Pseudotsuga menziesii","Ponderosa pine group"
"1132",3561560010690,"AZ",17633,34.16,-110.39,122,221,220,11.2776,136.271052686475,27.90924233865,164.180295025125,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1133",3561591010690,"AZ",17637,34.16,-110.39,122,201,200,22.86,1866.4601624501,320.4754293547,2186.9355918048,"ponderosa pine","Pinus ponderosa","Douglas-fir group"
"1134",3561640010690,"AZ",17638,34.16,-110.39,122,201,200,34.1376,5053.86907191243,839.20948442005,5893.07855633248,"ponderosa pine","Pinus ponderosa","Douglas-fir group"
"1135",3561640010690,"AZ",17638,34.16,-110.39,202,201,200,11.8872,42.4089804991,8.628958436825,51.037938935925,"Douglas-fir","Pseudotsuga menziesii","Douglas-fir group"
"1136",3561675010690,"AZ",17639,34.16,-110.39,122,221,220,24.9936,2104.05580406617,390.656586248075,2494.71239031425,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1137",3561723010690,"AZ",17640,34.16,-110.39,122,221,220,33.528,5992.33023350315,956.66474353235,6948.9949770355,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1138",3561731010690,"AZ",17641,34.16,-110.39,122,221,220,14.6304,899.047364658175,173.389711974425,1072.4370766326,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1139",3561764010690,"AZ",17731,34.16,-110.39,122,221,220,21.336,1924.4632667203,338.9043015859,2263.3675683062,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1140",3561843010690,"AZ",17733,34.16,-110.39,122,221,220,18.288,1754.55957534018,330.92696666975,2085.48654200992,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1141",3561908010690,"AZ",17734,34.16,-110.39,122,221,220,17.9832,1078.3280266124,194.014718290575,1272.34274490298,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1142",3561926010690,"AZ",17735,34.16,-110.39,15,201,200,14.9352,448.56723776645,86.07506937015,534.6423071366,"white fir","Abies concolor","Douglas-fir group"
"1143",3561926010690,"AZ",17735,34.16,-110.39,122,201,200,24.384,4050.62347356743,678.085578657,4728.70905222443,"ponderosa pine","Pinus ponderosa","Douglas-fir group"
"1144",3561926010690,"AZ",17735,34.16,-110.39,202,201,200,18.5928,2398.47158748927,450.51290783125,2848.98449532052,"Douglas-fir","Pseudotsuga menziesii","Douglas-fir group"
"1145",3562013010690,"AZ",17736,34.16,-110.39,122,221,220,24.0792,3437.7317041936,599.45026773025,4037.18197192385,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1146",3562013010690,"AZ",17736,34.16,-110.39,202,221,220,14.3256,1079.78237376097,213.197587437625,1292.9799611986,"Douglas-fir","Pseudotsuga menziesii","Ponderosa pine group"
"1147",3562076010690,"AZ",17737,34.16,-110.39,122,201,200,35.052,7966.09281250658,1304.96879808945,9271.06161059603,"ponderosa pine","Pinus ponderosa","Douglas-fir group"
"1148",3562076010690,"AZ",17737,34.16,-110.39,202,201,200,17.0688,348.507985929075,63.393114440775,411.90110036985,"Douglas-fir","Pseudotsuga menziesii","Douglas-fir group"
"1149",3562110010690,"AZ",17738,34.16,-110.39,15,201,200,22.2504,1689.14102106095,279.93537992515,1969.0764009861,"white fir","Abies concolor","Douglas-fir group"
"1150",3562110010690,"AZ",17738,34.16,-110.39,122,201,200,28.6512,7779.60233224475,1293.625687367,9073.22801961175,"ponderosa pine","Pinus ponderosa","Douglas-fir group"
"1151",3562110010690,"AZ",17738,34.16,-110.39,202,201,200,35.9664,15595.1715842723,2472.74559372737,18067.9171779997,"Douglas-fir","Pseudotsuga menziesii","Douglas-fir group"
"1152",3562182010690,"AZ",17739,34.16,-110.39,15,201,200,24.384,1443.93460507103,229.278657766125,1673.21326283715,"white fir","Abies concolor","Douglas-fir group"
"1153",3562182010690,"AZ",17739,34.16,-110.39,114,201,200,21.9456,4330.47827110267,694.83977433215,5025.31804543482,"southwestern white pine","Pinus strobiformis","Douglas-fir group"
"1154",3562182010690,"AZ",17739,34.16,-110.39,122,201,200,35.052,10066.059877385,1636.81860820032,11702.8784855853,"ponderosa pine","Pinus ponderosa","Douglas-fir group"
"1155",3562182010690,"AZ",17739,34.16,-110.39,202,201,200,28.6512,2223.775658221,369.251169064975,2593.02682728598,"Douglas-fir","Pseudotsuga menziesii","Douglas-fir group"
"1156",3562238010690,"AZ",17741,34.16,-110.39,122,221,220,30.7848,11602.7295607041,1938.24873369103,13540.9782943951,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1157",3562274010690,"AZ",17830,34.16,-110.39,122,221,220,28.3464,3911.59384314515,670.417997923875,4582.01184106902,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1158",3562318010690,"AZ",17832,34.16,-110.39,122,221,220,28.956,3718.1074246123,609.549845255525,4327.65726986782,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1159",3562353010690,"AZ",17833,34.16,-110.39,122,221,220,13.1064,166.652057333575,32.8355159532,199.487573286775,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1160",3562353010690,"AZ",17833,34.16,-110.39,202,221,220,16.1544,1002.5998138924,190.4397588092,1193.0395727016,"Douglas-fir","Pseudotsuga menziesii","Ponderosa pine group"
"1161",3562391010690,"AZ",17834,34.16,-110.39,15,201,200,17.9832,501.070015567375,83.902307809825,584.9723233772,"white fir","Abies concolor","Douglas-fir group"
"1162",3562391010690,"AZ",17834,34.16,-110.39,122,201,200,30.48,2231.70527238798,357.99648051775,2589.70175290573,"ponderosa pine","Pinus ponderosa","Douglas-fir group"
"1163",3562391010690,"AZ",17834,34.16,-110.39,202,201,200,19.5072,1756.09983732252,320.3434380587,2076.44327538122,"Douglas-fir","Pseudotsuga menziesii","Douglas-fir group"
"1164",3562491010690,"AZ",17835,34.16,-110.39,15,221,220,22.5552,1141.13370917243,188.414858660025,1329.54856783245,"white fir","Abies concolor","Ponderosa pine group"
"1165",3562491010690,"AZ",17835,34.16,-110.39,122,221,220,31.3944,8276.20794005495,1350.2030480202,9626.41098807515,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1166",3562491010690,"AZ",17835,34.16,-110.39,202,221,220,18.8976,667.026106873,117.4288832701,784.4549901431,"Douglas-fir","Pseudotsuga menziesii","Ponderosa pine group"
"1167",3562523010690,"AZ",17836,34.16,-110.39,122,221,220,36.2712,7955.48662927532,1269.65675117147,9225.1433804468,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1168",3562523010690,"AZ",17836,34.16,-110.39,202,221,220,20.1168,2402.53779142737,417.3990411099,2819.93683253727,"Douglas-fir","Pseudotsuga menziesii","Ponderosa pine group"
"1169",3562553010690,"AZ",17838,34.16,-110.39,122,221,220,14.6304,2104.8441836162,420.461905522425,2525.30608913862,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1170",3562626010690,"AZ",17839,34.16,-110.39,122,221,220,20.1168,772.8595323725,140.661832367575,913.521364740075,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1171",3562663010690,"AZ",17841,34.16,-110.39,122,221,220,27.7368,8184.80258164393,1381.09355857265,9565.89614021658,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1172",3562699010690,"AZ",17932,34.16,-110.39,122,221,220,21.6408,1385.88224897055,257.0152225142,1642.89747148475,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1173",3562774010690,"AZ",17933,34.16,-110.39,122,221,220,28.6512,3207.7398187491,540.68172602825,3748.42154477735,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1174",3562774010690,"AZ",17933,34.16,-110.39,202,221,220,10.0584,19.888983911325,4.4088612333,24.297845144625,"Douglas-fir","Pseudotsuga menziesii","Ponderosa pine group"
"1175",3562807010690,"AZ",17934,34.16,-110.39,122,221,220,28.956,4816.93028482397,793.292212597575,5610.22249742155,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1176",3562807010690,"AZ",17934,34.16,-110.39,202,221,220,18.5928,288.141865338275,49.51193808855,337.653803426825,"Douglas-fir","Pseudotsuga menziesii","Ponderosa pine group"
"1177",3562842010690,"AZ",17938,34.16,-110.39,15,201,200,14.0208,177.07847247715,32.75006795345,209.8285404306,"white fir","Abies concolor","Douglas-fir group"
"1178",3562842010690,"AZ",17938,34.16,-110.39,122,201,200,12.192,91.02799567685,17.830756968675,108.858752645525,"ponderosa pine","Pinus ponderosa","Douglas-fir group"
"1179",3562842010690,"AZ",17938,34.16,-110.39,202,201,200,22.5552,3560.86409713757,624.575290087225,4185.4393872248,"Douglas-fir","Pseudotsuga menziesii","Douglas-fir group"
"1180",3562927010690,"AZ",17939,34.16,-110.39,118,221,220,8.5344,90.860704891375,16.9846570062,107.845361897575,"Chihuahua pine","Pinus leiophylla var. chihuahuana","Ponderosa pine group"
"1181",3562927010690,"AZ",17939,34.16,-110.39,122,221,220,28.3464,3806.6231414949,634.9472341625,4441.5703756574,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1182",3562927010690,"AZ",17939,34.16,-110.39,202,221,220,28.6512,2309.60552876388,384.24969724435,2693.85522600823,"Douglas-fir","Pseudotsuga menziesii","Ponderosa pine group"
"1183",3562959010690,"AZ",17941,34.16,-110.39,122,221,220,27.1272,3833.8341626554,659.5150309858,4493.3491936412,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1184",3562997010690,"AZ",17942,34.16,-110.39,122,221,220,32.3088,11292.121735517,1846.69914318115,13138.8208786981,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1185",3563030010690,"AZ",18032,34.16,-110.39,122,221,220,26.5176,3189.59315525175,535.26733232635,3724.8604875781,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1186",3563081010690,"AZ",18034,34.16,-110.39,122,201,200,11.5824,269.3562069372,54.7537108028,324.10991774,"ponderosa pine","Pinus ponderosa","Douglas-fir group"
"1187",3563081010690,"AZ",18034,34.16,-110.39,202,201,200,15.8496,980.613417001575,191.476561311525,1172.0899783131,"Douglas-fir","Pseudotsuga menziesii","Douglas-fir group"
"1188",3563219010690,"AZ",18040,34.16,-110.39,122,221,220,25.908,1381.8754893122,227.592455509525,1609.46794482173,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"1189",3563240010690,"AZ",18041,34.16,-110.39,122,221,220,24.9936,3060.28480146912,513.634336077975,3573.9191375471,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
