"","PLT_CN","STATE","PLOT","LAT","LON","spcd","FORTYPE","FORGRP","HT_MAX","BOLE_BIOMASS","TOP_BIOMASS","TOTAL_BIOMASS","common_name","scientific_name","FORGRP_NAME"
"2210",2470318010690,"AZ",356,36.49064,-112.337111,122,221,220,27.7368,10114.7698098001,1653.17137494742,11767.9411847475,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"2211",2470340010690,"AZ",357,36.485627,-112.301302,122,221,220,23.7744,11369.7265314237,1818.7045305317,13188.4310619554,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"2212",2470362010690,"AZ",358,36.492774,-112.222153,93,221,220,28.956,5475.21380268395,854.003901546699,6329.21770423065,"Engelmann spruce","Picea engelmannii","Ponderosa pine group"
"2213",2470362010690,"AZ",358,36.492774,-112.222153,746,221,220,19.812,1058.25464858444,298.924476125777,1357.17912471022,"quaking aspen","Populus tremuloides","Ponderosa pine group"
"2214",2470362010690,"AZ",358,36.492774,-112.222153,122,221,220,31.0896,11696.6192565134,1868.02768706261,13564.646943576,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"2215",2470404010690,"AZ",359,36.515801,-112.173377,746,261,260,21.0312,3014.83515613483,918.296600258264,3933.13175639309,"quaking aspen","Populus tremuloides","Fir / spruce / mountain hemlock group"
"2216",2470404010690,"AZ",359,36.515801,-112.173377,202,261,260,25.6032,2716.99252323108,446.888861087746,3163.88138431883,"Douglas-fir","Pseudotsuga menziesii","Fir / spruce / mountain hemlock group"
"2217",2470404010690,"AZ",359,36.515801,-112.173377,15,261,260,17.0688,1315.80399682191,226.62681345335,1542.43081027526,"white fir","Abies concolor","Fir / spruce / mountain hemlock group"
"2218",2470404010690,"AZ",359,36.515801,-112.173377,93,261,260,27.432,2065.26149119882,326.822453576834,2392.08394477565,"Engelmann spruce","Picea engelmannii","Fir / spruce / mountain hemlock group"
"2219",2470477010690,"AZ",360,36.501107,-112.107278,746,265,260,22.5552,3527.9797436105,946.612192639798,4474.5919362503,"quaking aspen","Populus tremuloides","Fir / spruce / mountain hemlock group"
"2220",2470477010690,"AZ",360,36.501107,-112.107278,93,265,260,23.4696,1967.69921763892,353.97331475573,2321.67253239465,"Engelmann spruce","Picea engelmannii","Fir / spruce / mountain hemlock group"
"2221",2470477010690,"AZ",360,36.501107,-112.107278,122,265,260,24.9936,3084.10370500287,505.807565111271,3589.91127011414,"ponderosa pine","Pinus ponderosa","Fir / spruce / mountain hemlock group"
"2222",2470477010690,"AZ",360,36.501107,-112.107278,202,265,260,18.5928,857.865473555385,147.50942585358,1005.37489940896,"Douglas-fir","Pseudotsuga menziesii","Fir / spruce / mountain hemlock group"
"2223",2470878010690,"AZ",391,36.460583,-112.283027,746,221,220,20.7264,260.90204300621,68.3380331074817,329.240076113691,"quaking aspen","Populus tremuloides","Ponderosa pine group"
"2224",2470878010690,"AZ",391,36.460583,-112.283027,122,221,220,25.2984,7837.6135381412,1320.30654933768,9157.92008747888,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"2225",2470907010690,"AZ",392,36.460257,-112.228339,93,265,260,18.288,2154.4982349966,399.373159934711,2553.87139493131,"Engelmann spruce","Picea engelmannii","Fir / spruce / mountain hemlock group"
"2226",2470907010690,"AZ",392,36.460257,-112.228339,122,265,260,13.4112,1214.06607446082,228.772032529272,1442.83810699009,"ponderosa pine","Pinus ponderosa","Fir / spruce / mountain hemlock group"
"2227",2470907010690,"AZ",392,36.460257,-112.228339,202,265,260,13.4112,381.270271042574,75.0240352136256,456.2943062562,"Douglas-fir","Pseudotsuga menziesii","Fir / spruce / mountain hemlock group"
"2228",2470907010690,"AZ",392,36.460257,-112.228339,746,265,260,13.4112,142.577642272225,65.5058027088597,208.083444981084,"quaking aspen","Populus tremuloides","Fir / spruce / mountain hemlock group"
"2229",2470981010690,"AZ",393,36.454387,-112.184726,202,221,220,22.5552,3081.79630455282,524.253568772806,3606.04987332562,"Douglas-fir","Pseudotsuga menziesii","Ponderosa pine group"
"2230",2470981010690,"AZ",393,36.454387,-112.184726,122,221,220,25.2984,3775.89714654742,616.431552919974,4392.3286994674,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"2231",2470981010690,"AZ",393,36.454387,-112.184726,746,221,220,16.764,814.608547294339,253.369736554113,1067.97828384845,"quaking aspen","Populus tremuloides","Ponderosa pine group"
"2232",2471020010690,"AZ",394,36.446941,-112.115434,19,901,900,14.9352,453.224081006354,90.462495291348,543.686576297702,"subalpine fir","Abies lasiocarpa","Maple / beech / birch group"
"2233",2471020010690,"AZ",394,36.446941,-112.115434,202,901,900,14.6304,540.039082218898,99.5305005376618,639.56958275656,"Douglas-fir","Pseudotsuga menziesii","Maple / beech / birch group"
"2234",2471020010690,"AZ",394,36.446941,-112.115434,122,901,900,11.8872,299.057040773585,59.5727219070301,358.629762680615,"ponderosa pine","Pinus ponderosa","Maple / beech / birch group"
"2235",2471020010690,"AZ",394,36.446941,-112.115434,93,901,900,15.8496,126.055481308215,24.6500902916463,150.705571599861,"Engelmann spruce","Picea engelmannii","Maple / beech / birch group"
"2236",2471020010690,"AZ",394,36.446941,-112.115434,746,901,900,14.9352,519.106874213147,164.184969581519,683.291843794667,"quaking aspen","Populus tremuloides","Maple / beech / birch group"
"2237",2471064010690,"AZ",395,36.464576,-112.059884,202,185,180,16.4592,1825.11231874849,293.805129837513,2118.917448586,"Douglas-fir","Pseudotsuga menziesii","Pinyon / juniper group"
"2238",2471265010690,"AZ",424,36.415918,-112.328022,122,221,220,16.1544,2730.87058378575,461.549660683922,3192.42024446967,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"2239",2471265010690,"AZ",424,36.415918,-112.328022,746,221,220,22.86,898.318576031693,219.931552705405,1118.2501287371,"quaking aspen","Populus tremuloides","Ponderosa pine group"
"2240",2471265010690,"AZ",424,36.415918,-112.328022,202,221,220,16.1544,650.79210754165,115.467982926235,766.260090467885,"Douglas-fir","Pseudotsuga menziesii","Ponderosa pine group"
"2241",2471324010690,"AZ",425,36.412692,-112.293392,122,221,220,26.5176,4326.51680576381,719.421215187224,5045.93802095104,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"2242",2471340010690,"AZ",426,36.410716,-112.224212,122,221,220,26.2128,7378.58359125854,1205.68688356427,8584.27047482281,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"2243",2471340010690,"AZ",426,36.410716,-112.224212,15,221,220,16.764,1067.35098624599,178.800232794869,1246.15121904086,"white fir","Abies concolor","Ponderosa pine group"
"2244",2471340010690,"AZ",426,36.410716,-112.224212,202,221,220,19.812,678.379714759778,112.324132384785,790.703847144563,"Douglas-fir","Pseudotsuga menziesii","Ponderosa pine group"
"2245",2471340010690,"AZ",426,36.410716,-112.224212,93,221,220,21.6408,545.002114896764,88.842821843649,633.844936740413,"Engelmann spruce","Picea engelmannii","Ponderosa pine group"
"2246",2471389010690,"AZ",427,36.40568,-112.187332,746,901,900,15.8496,195.333941766137,55.5731910090613,250.907132775198,"quaking aspen","Populus tremuloides","Maple / beech / birch group"
"2247",2471389010690,"AZ",427,36.40568,-112.187332,202,901,900,19.2024,1799.93096953297,298.091436473909,2098.02240600688,"Douglas-fir","Pseudotsuga menziesii","Maple / beech / birch group"
"2248",2471389010690,"AZ",427,36.40568,-112.187332,93,901,900,8.2296,34.0873383483142,7.31991013331743,41.4072484816317,"Engelmann spruce","Picea engelmannii","Maple / beech / birch group"
"2249",2471389010690,"AZ",427,36.40568,-112.187332,15,901,900,15.5448,249.975785315278,41.8983895473418,291.87417486262,"white fir","Abies concolor","Maple / beech / birch group"
"2250",2471443010690,"AZ",428,36.398328,-112.108048,15,221,220,21.0312,1744.18546094037,299.321797726911,2043.50725866728,"white fir","Abies concolor","Ponderosa pine group"
"2251",2471443010690,"AZ",428,36.398328,-112.108048,746,221,220,18.288,1076.67668810732,303.070233665655,1379.74692177297,"quaking aspen","Populus tremuloides","Ponderosa pine group"
"2252",2471443010690,"AZ",428,36.398328,-112.108048,93,221,220,23.1648,1898.79504819732,317.516352299326,2216.31140049665,"Engelmann spruce","Picea engelmannii","Ponderosa pine group"
"2253",2471443010690,"AZ",428,36.398328,-112.108048,202,221,220,7.3152,67.5528563032207,12.575277377169,80.1281336803897,"Douglas-fir","Pseudotsuga menziesii","Ponderosa pine group"
"2254",2471443010690,"AZ",428,36.398328,-112.108048,122,221,220,32.9184,4851.33409604211,767.843557000537,5619.17765304264,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"2255",2471715010690,"AZ",459,36.3732,-112.277132,202,265,260,20.1168,1343.36312525111,232.058867231854,1575.42199248296,"Douglas-fir","Pseudotsuga menziesii","Fir / spruce / mountain hemlock group"
"2256",2471715010690,"AZ",459,36.3732,-112.277132,746,265,260,22.2504,708.624890790344,174.983690594626,883.608581384969,"quaking aspen","Populus tremuloides","Fir / spruce / mountain hemlock group"
"2257",2471715010690,"AZ",459,36.3732,-112.277132,15,265,260,14.3256,584.946765089003,105.518304189074,690.465069278077,"white fir","Abies concolor","Fir / spruce / mountain hemlock group"
"2258",2471715010690,"AZ",459,36.3732,-112.277132,93,265,260,27.432,1826.41825604292,308.400696683343,2134.81895272626,"Engelmann spruce","Picea engelmannii","Fir / spruce / mountain hemlock group"
"2259",2471759010690,"AZ",460,36.368237,-112.234693,122,221,220,25.908,3871.25166439,630.221030410781,4501.47269480078,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"2260",2471759010690,"AZ",460,36.368237,-112.234693,202,221,220,26.2128,2328.56080540269,386.79590010466,2715.35670550735,"Douglas-fir","Pseudotsuga menziesii","Ponderosa pine group"
"2261",2471759010690,"AZ",460,36.368237,-112.234693,746,221,220,22.86,2777.62222102162,723.437690357525,3501.05991137915,"quaking aspen","Populus tremuloides","Ponderosa pine group"
"2262",2471759010690,"AZ",460,36.368237,-112.234693,15,221,220,10.9728,163.105966818512,31.2830423903809,194.389009208893,"white fir","Abies concolor","Ponderosa pine group"
"2263",2471808010690,"AZ",461,36.361655,-112.172173,202,261,260,18.288,1269.60661064631,221.255487892923,1490.86209853924,"Douglas-fir","Pseudotsuga menziesii","Fir / spruce / mountain hemlock group"
"2264",2471808010690,"AZ",461,36.361655,-112.172173,15,261,260,19.2024,1713.08531483668,288.488851577106,2001.57416641378,"white fir","Abies concolor","Fir / spruce / mountain hemlock group"
"2265",2471808010690,"AZ",461,36.361655,-112.172173,746,261,260,20.1168,1296.91521544585,418.289517574358,1715.20473302021,"quaking aspen","Populus tremuloides","Fir / spruce / mountain hemlock group"
"2266",2471808010690,"AZ",461,36.361655,-112.172173,122,261,260,28.6512,4177.69026964897,677.056056805379,4854.74632645435,"ponderosa pine","Pinus ponderosa","Fir / spruce / mountain hemlock group"
"2267",2471808010690,"AZ",461,36.361655,-112.172173,93,261,260,7.62,33.3487211936448,7.29938543910847,40.6481066327533,"Engelmann spruce","Picea engelmannii","Fir / spruce / mountain hemlock group"
"2268",2471868010690,"AZ",462,36.359547,-112.109727,93,265,260,28.0416,4669.48059441132,760.688203272519,5430.16879768384,"Engelmann spruce","Picea engelmannii","Fir / spruce / mountain hemlock group"
"2269",2471868010690,"AZ",462,36.359547,-112.109727,202,265,260,24.384,4845.12472039769,798.319464509538,5643.44418490723,"Douglas-fir","Pseudotsuga menziesii","Fir / spruce / mountain hemlock group"
"2270",2471868010690,"AZ",462,36.359547,-112.109727,19,265,260,21.0312,860.374469699674,151.989060431583,1012.36353013126,"subalpine fir","Abies lasiocarpa","Fir / spruce / mountain hemlock group"
"2271",2471868010690,"AZ",462,36.359547,-112.109727,746,265,260,16.4592,212.721679162278,64.0497480654031,276.771427227681,"quaking aspen","Populus tremuloides","Fir / spruce / mountain hemlock group"
"2272",2471939010690,"AZ",463,36.367144,-112.067477,746,901,900,17.6784,4102.20282410131,1599.05929555672,5701.26211965804,"quaking aspen","Populus tremuloides","Maple / beech / birch group"
"2273",2471939010690,"AZ",463,36.367144,-112.067477,122,901,900,24.9936,7552.8476177305,1235.47869980451,8788.32631753501,"ponderosa pine","Pinus ponderosa","Maple / beech / birch group"
"2274",2471939010690,"AZ",463,36.367144,-112.067477,93,901,900,18.288,755.658148307901,135.578639253927,891.236787561829,"Engelmann spruce","Picea engelmannii","Maple / beech / birch group"
"2275",2472262010690,"AZ",496,36.322359,-112.225057,15,221,220,24.6888,5947.81081931786,997.99139429175,6945.80221360961,"white fir","Abies concolor","Ponderosa pine group"
"2276",2472262010690,"AZ",496,36.322359,-112.225057,122,221,220,28.0416,8032.43703572693,1318.72157319987,9351.1586089268,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"2277",2472262010690,"AZ",496,36.322359,-112.225057,746,221,220,21.336,1966.32297712857,671.260553107077,2637.58353023565,"quaking aspen","Populus tremuloides","Ponderosa pine group"
"2278",2472346010690,"AZ",497,36.314902,-112.15922,746,265,260,21.0312,2222.12207579421,661.373310505889,2883.4953863001,"quaking aspen","Populus tremuloides","Fir / spruce / mountain hemlock group"
"2279",2472346010690,"AZ",497,36.314902,-112.15922,93,265,260,30.7848,10570.6172344822,1721.26579164454,12291.8830261267,"Engelmann spruce","Picea engelmannii","Fir / spruce / mountain hemlock group"
"2280",2472346010690,"AZ",497,36.314902,-112.15922,19,265,260,31.0896,1840.80810512253,341.530515686128,2182.33862080866,"subalpine fir","Abies lasiocarpa","Fir / spruce / mountain hemlock group"
"2281",2472346010690,"AZ",497,36.314902,-112.15922,122,265,260,20.7264,457.277505078149,78.5503885377825,535.827893615932,"ponderosa pine","Pinus ponderosa","Fir / spruce / mountain hemlock group"
"2282",2472432010690,"AZ",498,36.319687,-112.130327,93,265,260,21.336,2064.98774811508,363.116190481813,2428.10393859689,"Engelmann spruce","Picea engelmannii","Fir / spruce / mountain hemlock group"
"2283",2472469010690,"AZ",499,36.310375,-112.064475,19,901,900,19.812,605.757647518029,108.50484146202,714.262488980049,"subalpine fir","Abies lasiocarpa","Maple / beech / birch group"
"2284",2472469010690,"AZ",499,36.310375,-112.064475,746,901,900,19.2024,3127.80012400207,891.775476468172,4019.57560047025,"quaking aspen","Populus tremuloides","Maple / beech / birch group"
"2285",2472469010690,"AZ",499,36.310375,-112.064475,15,901,900,12.192,298.295355260257,52.9305556856817,351.225910945939,"white fir","Abies concolor","Maple / beech / birch group"
"2286",2472469010690,"AZ",499,36.310375,-112.064475,122,901,900,20.4216,1156.73773407124,191.015198854914,1347.75293292615,"ponderosa pine","Pinus ponderosa","Maple / beech / birch group"
"2287",2472469010690,"AZ",499,36.310375,-112.064475,93,901,900,12.8016,415.154643045326,79.7142131678885,494.868856213214,"Engelmann spruce","Picea engelmannii","Maple / beech / birch group"
"2288",2472797010690,"AZ",534,36.283577,-112.226677,122,221,220,33.8328,11677.419281974,2003.89605785916,13681.3153398331,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"2289",2472797010690,"AZ",534,36.283577,-112.226677,746,221,220,15.24,350.082519948069,134.783204824294,484.865724772363,"quaking aspen","Populus tremuloides","Ponderosa pine group"
"2290",2472797010690,"AZ",534,36.283577,-112.226677,15,221,220,32.3088,2831.71622157526,454.811216324723,3286.52743789998,"white fir","Abies concolor","Ponderosa pine group"
"2291",2472797010690,"AZ",534,36.283577,-112.226677,202,221,220,21.6408,441.634245948339,75.3904685934756,517.024714541814,"Douglas-fir","Pseudotsuga menziesii","Ponderosa pine group"
"2292",2472859010690,"AZ",535,36.281442,-112.169859,746,901,900,28.3464,4599.2620067702,1112.58959979349,5711.8516065637,"quaking aspen","Populus tremuloides","Maple / beech / birch group"
"2293",2472859010690,"AZ",535,36.281442,-112.169859,19,901,900,23.7744,475.431213971153,89.4566625100786,564.887876481232,"subalpine fir","Abies lasiocarpa","Maple / beech / birch group"
"2294",2472859010690,"AZ",535,36.281442,-112.169859,93,901,900,14.6304,382.455734695627,72.339405480907,454.795140176534,"Engelmann spruce","Picea engelmannii","Maple / beech / birch group"
"2295",2472859010690,"AZ",535,36.281442,-112.169859,15,901,900,13.716,245.223619789577,45.3414501710152,290.565069960592,"white fir","Abies concolor","Maple / beech / birch group"
"2296",2472859010690,"AZ",535,36.281442,-112.169859,122,901,900,35.6616,4582.57161319531,738.227797281004,5320.79941047632,"ponderosa pine","Pinus ponderosa","Maple / beech / birch group"
"2297",2472942010690,"AZ",536,36.268359,-112.12402,746,901,900,17.6784,2172.50544810898,583.873991639491,2756.37943974847,"quaking aspen","Populus tremuloides","Maple / beech / birch group"
"2298",2472942010690,"AZ",536,36.268359,-112.12402,15,901,900,10.0584,31.3010982933185,6.37141873925747,37.672517032576,"white fir","Abies concolor","Maple / beech / birch group"
"2299",2472942010690,"AZ",536,36.268359,-112.12402,93,901,900,18.5928,2293.65198687683,392.208534074229,2685.86052095106,"Engelmann spruce","Picea engelmannii","Maple / beech / birch group"
"2300",2472942010690,"AZ",536,36.268359,-112.12402,122,901,900,15.24,334.863312818436,62.1568536226099,397.020166441045,"ponderosa pine","Pinus ponderosa","Maple / beech / birch group"
"2301",2472995010690,"AZ",537,36.270602,-112.076181,746,261,260,22.5552,6520.88763732326,2056.80613876608,8577.69377608934,"quaking aspen","Populus tremuloides","Fir / spruce / mountain hemlock group"
"2302",2472995010690,"AZ",537,36.270602,-112.076181,15,261,260,23.7744,5150.93430192391,858.200340808152,6009.13464273207,"white fir","Abies concolor","Fir / spruce / mountain hemlock group"
"2303",2472995010690,"AZ",537,36.270602,-112.076181,93,261,260,21.0312,1235.00239172242,217.567604119107,1452.56999584153,"Engelmann spruce","Picea engelmannii","Fir / spruce / mountain hemlock group"
"2304",2472995010690,"AZ",537,36.270602,-112.076181,122,261,260,21.336,862.133349922954,151.110139035923,1013.24348895888,"ponderosa pine","Pinus ponderosa","Fir / spruce / mountain hemlock group"
"2305",2472995010690,"AZ",537,36.270602,-112.076181,202,261,260,21.6408,2604.77392762595,456.921423758311,3061.69535138426,"Douglas-fir","Pseudotsuga menziesii","Fir / spruce / mountain hemlock group"
"2306",2472995010690,"AZ",537,36.270602,-112.076181,19,261,260,15.5448,110.060480130218,22.2077204831599,132.268200613378,"subalpine fir","Abies lasiocarpa","Fir / spruce / mountain hemlock group"
"2307",2473116010690,"AZ",538,36.292003,-111.999636,19,266,260,27.7368,3986.90948589793,713.992675726349,4700.90216162428,"subalpine fir","Abies lasiocarpa","Fir / spruce / mountain hemlock group"
"2308",2473116010690,"AZ",538,36.292003,-111.999636,93,266,260,25.908,2527.03128037484,435.046051821194,2962.07733219603,"Engelmann spruce","Picea engelmannii","Fir / spruce / mountain hemlock group"
"2309",2473116010690,"AZ",538,36.292003,-111.999636,96,266,260,30.7848,3348.77834977189,522.152939035191,3870.93128880709,"blue spruce","Picea pungens","Fir / spruce / mountain hemlock group"
"2310",2473426010690,"AZ",575,36.228638,-112.221368,122,221,220,30.48,24073.1384359273,4023.77244917331,28096.9108851006,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"2311",2473426010690,"AZ",575,36.228638,-112.221368,746,221,220,10.668,29.6604536104756,14.1289801352721,43.7894337457478,"quaking aspen","Populus tremuloides","Ponderosa pine group"
"2312",2473490010690,"AZ",577,36.218046,-112.105499,122,265,260,33.528,3860.40751424483,644.483367095761,4504.89088134059,"ponderosa pine","Pinus ponderosa","Fir / spruce / mountain hemlock group"
"2313",2473490010690,"AZ",577,36.218046,-112.105499,93,265,260,24.9936,4450.06022787278,769.445157007437,5219.50538488021,"Engelmann spruce","Picea engelmannii","Fir / spruce / mountain hemlock group"
"2314",2473490010690,"AZ",577,36.218046,-112.105499,746,265,260,27.7368,1766.81292990231,523.626104560664,2290.43903446298,"quaking aspen","Populus tremuloides","Fir / spruce / mountain hemlock group"
"2315",2473490010690,"AZ",577,36.218046,-112.105499,15,265,260,13.716,273.093273594327,49.1691977156846,322.262471310012,"white fir","Abies concolor","Fir / spruce / mountain hemlock group"
"2316",2473572010690,"AZ",578,36.242698,-112.071347,746,901,900,23.7744,6427.32039619985,1753.29751387488,8180.61791007473,"quaking aspen","Populus tremuloides","Maple / beech / birch group"
"2317",2473572010690,"AZ",578,36.242698,-112.071347,15,901,900,25.6032,4203.31583603271,687.986628810237,4891.30246484295,"white fir","Abies concolor","Maple / beech / birch group"
"2318",2473572010690,"AZ",578,36.242698,-112.071347,202,901,900,26.2128,2816.47091743319,503.725381156745,3320.19629858994,"Douglas-fir","Pseudotsuga menziesii","Maple / beech / birch group"
"2319",2473572010690,"AZ",578,36.242698,-112.071347,93,901,900,19.812,194.671568440698,34.8745090725201,229.546077513218,"Engelmann spruce","Picea engelmannii","Maple / beech / birch group"
"2320",2473572010690,"AZ",578,36.242698,-112.071347,122,901,900,29.8704,4898.54665930648,787.376641633895,5685.92330094037,"ponderosa pine","Pinus ponderosa","Maple / beech / birch group"
"2321",2474005010690,"AZ",623,36.178801,-111.951491,15,221,220,8.5344,24.9613812623045,5.14460080881013,30.1059820711146,"white fir","Abies concolor","Ponderosa pine group"
"2322",2474005010690,"AZ",623,36.178801,-111.951491,122,221,220,19.5072,3138.43652738535,553.294242452605,3691.73076983796,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"2323",2474005010690,"AZ",623,36.178801,-111.951491,746,221,220,19.812,1114.56448238969,286.049891533613,1400.6143739233,"quaking aspen","Populus tremuloides","Ponderosa pine group"
"2324",2474368010690,"AZ",667,36.146471,-111.935538,122,221,220,26.2128,14641.1567366716,2352.63597289162,16993.7927095632,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"2325",2475119010690,"AZ",756,36.062456,-112.161056,122,185,180,13.716,516.863306182653,91.4112828054539,608.274588988107,"ponderosa pine","Pinus ponderosa","Pinyon / juniper group"
"2326",2475167010690,"AZ",757,36.056516,-112.12211,122,221,220,21.336,4394.31572096188,744.448820763583,5138.76454172546,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"2327",2475475010690,"AZ",787,35.992042,-113.045245,122,185,180,6.4008,20.3220833423581,4.36097475622474,24.6830580985828,"ponderosa pine","Pinus ponderosa","Pinyon / juniper group"
"2328",2475650010690,"AZ",803,36.01365,-112.173656,122,185,180,11.8872,185.595998305284,34.4489083442662,220.04490664955,"ponderosa pine","Pinus ponderosa","Pinyon / juniper group"
"2329",2475692010690,"AZ",804,36.018697,-112.117134,122,221,220,19.812,2292.56100170723,379.947693690256,2672.50869539748,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"2330",2475720010690,"AZ",805,36.0003,-112.058072,122,185,180,17.3736,1118.21741118195,187.190096829197,1305.40750801115,"ponderosa pine","Pinus ponderosa","Pinyon / juniper group"
"2331",2476064010690,"AZ",832,35.944116,-113.106088,122,221,220,24.0792,4602.40528260942,763.6026794962,5366.00796210562,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"2332",2476245010690,"AZ",849,35.952516,-112.156119,122,221,220,6.7056,33.3653841856602,6.73359311689778,40.098977302558,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"2333",2476267010690,"AZ",850,35.958526,-112.09189,122,221,220,17.9832,5436.49777817096,971.352795160064,6407.85057333102,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"2334",2476298010690,"AZ",851,35.95517,-112.064123,122,221,220,13.716,880.579059488043,157.597354878337,1038.17641436638,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"2335",2476324010690,"AZ",852,35.964746,-111.99882,122,971,970,21.6408,1861.27383839022,299.595827487233,2160.86966587746,"ponderosa pine","Pinus ponderosa","Other hardwoods group"
"2336",2476324010690,"AZ",852,35.964746,-111.99882,122,221,220,21.6408,1861.27383839022,299.595827487233,2160.86966587746,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"2337",2476348010690,"AZ",853,35.971462,-111.948995,122,971,970,22.86,3866.2769885957,636.502838097687,4502.77982669339,"ponderosa pine","Pinus ponderosa","Other hardwoods group"
"2338",2476672010690,"AZ",877,35.911796,-113.149554,122,185,180,15.24,1073.59635160579,184.993405478868,1258.58975708466,"ponderosa pine","Pinus ponderosa","Pinyon / juniper group"
"2339",2476718010690,"AZ",878,35.898988,-113.109323,122,221,220,23.7744,4476.95366764618,748.108952220656,5225.06261986684,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"2340",2476919010690,"AZ",896,35.91782,-112.106847,122,221,220,17.9832,3181.18615413946,555.241904938701,3736.42805907816,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"2341",2477008010690,"AZ",898,35.926048,-111.990574,122,221,220,13.4112,803.21484623577,150.384437167175,953.599283402945,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"2342",2477028010690,"AZ",899,35.905759,-111.934911,122,221,220,25.908,6341.0251666119,1022.02045204469,7363.04561865659,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"2343",2477051010690,"AZ",900,35.929617,-111.879766,122,185,180,14.0208,474.173569876471,78.966737369567,553.140307246038,"ponderosa pine","Pinus ponderosa","Pinyon / juniper group"
"2344",2477353010690,"AZ",924,35.863732,-113.115033,122,221,220,19.812,2515.36032258943,449.840018423267,2965.2003410127,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"2345",2477434010690,"AZ",925,35.860283,-113.054036,122,184,180,13.716,1025.19526702967,191.110367385759,1216.30563441543,"ponderosa pine","Pinus ponderosa","Pinyon / juniper group"
"2346",2477664010690,"AZ",943,35.862447,-112.048483,122,221,220,24.9936,6710.42775835126,1103.20464154539,7813.63239989665,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"2347",2477765010690,"AZ",945,35.876799,-111.948972,122,185,180,20.4216,4207.88066212197,706.738537969886,4914.61920009186,"ponderosa pine","Pinus ponderosa","Pinyon / juniper group"
"2348",2477841010690,"AZ",946,35.884543,-111.879267,122,221,220,17.9832,935.830797010245,157.145211945784,1092.97600895603,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"2349",2477868010690,"AZ",947,35.869633,-111.820395,122,185,180,10.3632,153.750807420683,27.2742548742107,181.025062294894,"ponderosa pine","Pinus ponderosa","Pinyon / juniper group"
"2350",2477924010690,"AZ",948,35.873448,-111.789417,122,185,180,7.9248,134.993193059784,24.875661591604,159.868854651388,"ponderosa pine","Pinus ponderosa","Pinyon / juniper group"
"2351",2478205010690,"AZ",971,35.807221,-113.099147,122,185,180,11.5824,794.195084948284,148.508833706745,942.703918655029,"ponderosa pine","Pinus ponderosa","Pinyon / juniper group"
"2352",2478260010690,"AZ",972,35.826119,-113.048727,122,221,220,26.8224,5709.76272989141,964.739748534121,6674.50247842553,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"2353",2478397010690,"AZ",991,35.825893,-112.000398,122,221,220,14.6304,608.684081190581,108.594673086707,717.278754277288,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"2354",2478397010690,"AZ",991,35.825893,-112.000398,122,185,180,14.6304,608.684081190581,108.594673086707,717.278754277288,"ponderosa pine","Pinus ponderosa","Pinyon / juniper group"
"2355",2478424010690,"AZ",992,35.819033,-111.95714,122,221,220,23.1648,2345.78278437549,392.137358686969,2737.92014306246,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"2356",2478444010690,"AZ",994,35.827979,-111.846537,122,185,180,10.0584,174.283989954604,30.4661220568221,204.750112011426,"ponderosa pine","Pinus ponderosa","Pinyon / juniper group"
"2357",2478693010690,"AZ",1017,35.770104,-113.159006,122,221,220,15.8496,3187.22561488736,560.229114907697,3747.45472979505,"ponderosa pine","Pinus ponderosa","Ponderosa pine group"
"2358",2478693010690,"AZ",1017,35.770104,-113.159006,122,185,180,15.8496,3187.22561488736,560.229114907697,3747.45472979505,"ponderosa pine","Pinus ponderosa","Pinyon / juniper group"
